district,market,crop,date,arrival_qty_tonnes,modal_price_rs_per_quintal,source
Alappuzha,Alappuzha Mandi,rice,2023-07-06,23.0,2767,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-07-06,14.1,2858,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-07-06,17.5,2837,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-07-06,22.8,2802,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-07-06,11.4,2867,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-07-08,23.8,2793,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-07-08,13.4,2859,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-07-08,14.5,2786,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-07-08,19.9,2889,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-07-08,14.5,2796,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-07-10,20.5,2855,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-07-10,14.4,2814,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-07-10,12.3,2847,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-07-10,27.6,2863,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-07-10,15.6,2822,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-07-12,19.6,2886,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-07-12,12.3,2877,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-07-12,14.1,2793,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-07-12,21.5,2824,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-07-12,12.5,2826,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-07-14,26.8,2821,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-07-14,17.1,2818,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-07-14,11.7,2810,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-07-14,25.5,2819,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-07-14,14.4,2844,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-07-18,28.8,2755,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-07-18,11.9,2855,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-07-18,14.7,2834,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-07-18,27.7,2857,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-07-18,16.9,2817,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-07-20,24.9,2807,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-07-20,11.9,2812,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-07-20,12.2,2845,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-07-20,25.1,2775,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-07-20,13.5,2812,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-07-22,19.1,2831,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-07-22,11.7,2795,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-07-22,12.5,2834,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-07-22,22.8,2856,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-07-22,16.1,2858,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-07-24,29.2,2814,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-07-24,14.5,2855,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-07-24,15.1,2841,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-07-24,30.0,2821,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-07-24,15.5,2845,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-07-26,18.6,2817,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-07-26,12.1,2825,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-07-26,12.0,2843,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-07-26,19.7,2825,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-07-26,15.2,2858,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-07-28,20.9,2844,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-07-28,12.7,2851,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-07-28,13.4,2845,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-07-28,21.6,2828,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-07-28,16.0,2847,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-08-01,29.6,2843,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-08-01,13.3,2840,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-08-01,15.6,2808,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-08-01,24.9,2821,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-08-01,12.7,2795,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-08-03,23.1,2855,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-08-03,12.1,2851,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-08-03,13.3,2810,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-08-03,27.4,2803,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-08-03,16.9,2861,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-08-05,28.8,2800,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-08-05,16.4,2790,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-08-05,10.9,2804,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-08-05,23.8,2814,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-08-05,12.7,2820,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-08-07,27.7,2809,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-08-07,16.5,2846,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-08-07,16.5,2814,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-08-07,26.3,2830,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-08-07,17.1,2799,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-08-09,24.0,2852,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-08-09,15.0,2803,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-08-09,12.7,2832,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-08-09,27.6,2815,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-08-09,15.1,2838,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-08-11,27.0,2839,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-08-11,11.4,2822,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-08-11,15.4,2850,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-08-11,21.0,2853,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-08-11,16.6,2823,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-08-15,28.2,2863,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-08-15,13.2,2839,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-08-15,14.3,2821,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-08-15,20.3,2827,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-08-15,14.7,2875,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-08-17,23.5,2831,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-08-17,15.5,2838,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-08-17,11.2,2844,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-08-17,26.4,2843,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-08-17,13.0,2840,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-08-19,19.4,2841,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-08-19,13.4,2832,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-08-19,14.9,2834,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-08-19,21.2,2849,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-08-19,13.3,2812,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-08-21,19.7,2826,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-08-21,17.3,2821,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-08-21,13.1,2797,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-08-21,24.2,2790,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-08-21,13.6,2831,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-08-23,24.1,2848,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-08-23,11.5,2838,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-08-23,14.7,2815,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-08-23,23.0,2857,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-08-23,11.9,2822,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-08-25,27.8,2793,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-08-25,13.7,2876,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-08-25,12.3,2834,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-08-25,21.9,2865,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-08-25,14.7,2829,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-08-29,29.0,2818,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-08-29,12.9,2796,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-08-29,10.5,2823,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-08-29,29.0,2829,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-08-29,11.7,2849,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-08-31,19.4,2829,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-08-31,17.0,2820,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-08-31,13.5,2831,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-08-31,22.2,2797,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-08-31,13.1,2867,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-09-02,62.8,2809,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-09-02,34.9,2810,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-09-02,52.4,2786,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-09-02,71.8,2829,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-09-02,45.7,2788,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-09-04,92.1,2758,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-09-04,56.6,2831,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-09-04,45.1,2810,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-09-04,97.2,2719,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-09-04,53.6,2804,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-09-06,72.0,2767,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-09-06,34.3,2777,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-09-06,52.8,2784,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-09-06,71.7,2754,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-09-06,39.4,2789,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-09-08,61.2,2796,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-09-08,40.8,2774,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-09-08,43.6,2828,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-09-08,93.8,2755,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-09-08,45.3,2785,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-09-12,95.7,2753,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-09-12,35.5,2785,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-09-12,41.4,2780,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-09-12,64.9,2777,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-09-12,48.6,2808,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-09-14,63.3,2800,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-09-14,46.5,2791,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-09-14,35.9,2806,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-09-14,91.8,2769,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-09-14,34.4,2852,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-09-16,95.0,2763,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-09-16,54.8,2779,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-09-16,40.7,2785,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-09-16,73.2,2803,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-09-16,37.8,2754,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-09-18,85.5,2757,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-09-18,45.6,2781,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-09-18,52.2,2817,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-09-18,64.6,2820,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-09-18,46.6,2797,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-09-20,74.6,2760,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-09-20,35.0,2809,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-09-20,35.1,2822,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-09-20,65.5,2800,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-09-20,37.3,2807,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-09-22,88.3,2800,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-09-22,41.9,2792,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-09-22,48.4,2791,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-09-22,95.1,2753,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-09-22,55.0,2802,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-09-26,90.0,2787,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-09-26,35.7,2780,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-09-26,48.6,2773,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-09-26,72.4,2788,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-09-26,52.7,2770,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-09-28,73.4,2773,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-09-28,39.5,2800,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-09-28,40.9,2837,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-09-28,85.6,2811,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-09-28,42.4,2794,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-09-30,76.8,2790,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-09-30,52.3,2789,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-09-30,49.7,2820,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-09-30,59.5,2764,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-09-30,35.4,2841,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-10-02,82.3,2757,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-10-02,36.0,2777,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-10-02,37.5,2797,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-10-02,94.0,2755,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-10-02,34.3,2786,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-10-04,70.5,2781,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-10-04,55.2,2812,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-10-04,46.6,2782,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-10-04,93.0,2802,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-10-04,38.6,2870,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-10-06,65.0,2781,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-10-06,42.6,2821,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-10-06,51.4,2808,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-10-06,87.3,2764,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-10-06,47.7,2795,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-10-10,67.4,2743,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-10-10,51.0,2795,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-10-10,41.9,2826,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-10-10,96.0,2746,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-10-10,42.1,2734,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-10-12,94.0,2800,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-10-12,52.6,2807,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-10-12,41.9,2835,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-10-12,72.7,2775,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-10-12,52.2,2802,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-10-14,87.4,2782,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-10-14,52.4,2789,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-10-14,35.3,2839,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-10-14,74.2,2765,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-10-14,51.2,2847,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-10-16,72.4,2752,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-10-16,51.2,2811,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-10-16,46.5,2786,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-10-16,87.7,2744,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-10-16,45.1,2782,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-10-18,93.5,2698,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-10-18,46.1,2777,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-10-18,44.3,2826,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-10-18,63.3,2807,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-10-18,53.2,2767,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-10-20,80.0,2786,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-10-20,47.8,2783,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-10-20,50.8,2752,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-10-20,83.8,2792,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-10-20,35.7,2837,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-10-24,81.8,2759,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-10-24,43.1,2834,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-10-24,41.9,2804,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-10-24,92.4,2766,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-10-24,53.4,2793,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-10-26,65.6,2756,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-10-26,50.2,2793,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-10-26,46.3,2773,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-10-26,66.8,2798,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-10-26,35.1,2828,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-10-28,92.0,2717,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-10-28,49.3,2815,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-10-28,50.5,2797,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-10-28,94.8,2719,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-10-28,35.3,2817,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-10-30,86.8,2759,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-10-30,46.2,2785,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-10-30,47.0,2773,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-10-30,73.3,2788,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-10-30,48.2,2803,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-11-01,25.1,2824,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-11-01,11.8,2860,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-11-01,14.7,2867,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-11-01,23.9,2770,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-11-01,14.1,2839,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-11-03,20.4,2812,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-11-03,11.1,2845,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-11-03,13.6,2811,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-11-03,21.3,2872,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-11-03,14.4,2844,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-11-07,29.1,2812,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-11-07,14.0,2860,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-11-07,10.8,2811,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-11-07,23.7,2837,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-11-07,10.6,2827,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-11-09,24.6,2818,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-11-09,11.1,2875,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-11-09,17.3,2887,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-11-09,20.8,2834,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-11-09,13.9,2811,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-11-11,19.3,2822,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-11-11,16.4,2810,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-11-11,14.0,2815,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-11-11,27.2,2822,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-11-11,11.3,2816,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-11-13,18.4,2856,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-11-13,12.3,2826,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-11-13,13.5,2829,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-11-13,24.9,2807,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-11-13,14.5,2799,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-11-15,19.3,2798,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-11-15,13.1,2836,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-11-15,17.3,2819,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-11-15,29.6,2824,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-11-15,15.4,2854,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-11-17,21.4,2806,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-11-17,13.9,2884,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-11-17,15.8,2804,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-11-17,29.1,2788,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-11-17,10.9,2855,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-11-21,25.3,2820,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-11-21,14.3,2811,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-11-21,16.5,2797,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-11-21,24.7,2797,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-11-21,10.6,2834,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-11-23,29.6,2851,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-11-23,11.1,2792,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-11-23,15.3,2832,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-11-23,19.5,2843,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-11-23,14.6,2817,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-11-25,28.6,2853,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-11-25,15.0,2836,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-11-25,11.4,2853,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-11-25,21.7,2843,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-11-25,12.6,2859,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-11-27,20.2,2821,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-11-27,12.1,2872,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-11-27,14.8,2827,Agmarknet via CEDA
